Run	OUT_Run
SRR9691040	SRR9691040_aqua_Abundance
SRR22256691	SRR22256691_aqua_Abundance
SRR21487738	SRR21487738_aqua_Not
SRR10968281	SRR10968281_aqua_Abundance
SRR10968211	SRR10968211_aqua_Abundance
SRR16915473	SRR16915473_land_Abundance
SRR7976138	SRR7976138_land_Abundance
SRR3087191	SRR3087191_land_Not
SRR20241970	SRR20241970_aqua_Abundance
SRR13200202	SRR13200202_aqua_Not
SRR11343831	SRR11343831_aqua_Not
SRR6960542	SRR6960542_land_Not
SRR2398514	SRR2398514_aqua_Not
SRR2080291	SRR2080291_land_Not
SRR12068623	SRR12068623_aqua_Not
SRR3087214	SRR3087214_land_Not
SRR1521413	SRR1521413_aqua_Not
SRR17752278	SRR17752278_aqua_Not
SRR11343841	SRR11343841_aqua_Not
SRR6958704	SRR6958704_land_Abundance
SRR8127645	SRR8127645_land_Abundance
SRR13153550	SRR13153550_aqua_Abundance
SRR8543696	SRR8543696_land_Not
SRR24044319	SRR24044319_land_Abundance
SRR23247705	SRR23247705_land_Not
SRR20241919	SRR20241919_aqua_Abundance
SRR13153537	SRR13153537_aqua_Abundance
SRR16028411	SRR16028411_aqua_Abundance
SRR24044315	SRR24044315_land_Abundance
SRR10968222	SRR10968222_aqua_Abundance
SRR23135033	SRR23135033_aqua_Not
ERR3609897	ERR3609897_land_Not
SRR15646761	SRR15646761_land_Abundance
SRR9691030	SRR9691030_aqua_Abundance
SRR17204937	SRR17204937_land_Abundance
SRR18106132	SRR18106132_aqua_Not
SRR8543709	SRR8543709_land_Not
SRR21842150	SRR21842150_land_Not
SRR17794515	SRR17794515_aqua_Not
SRR12883922	SRR12883922_aqua_Not
SRR11582169	SRR11582169_land_Abundance
SRR7082983	SRR7082983_land_Not
SRR8127595	SRR8127595_land_Abundance
SRR12887796	SRR12887796_aqua_Not
SRR23986966	SRR23986966_aqua_Not
SRR2349162	SRR2349162_aqua_Not
SRR15039771	SRR15039771_aqua_Abundance
ERR3609905	ERR3609905_land_Not
SRR11582157	SRR11582157_aqua_Not
SRR6958989	SRR6958989_land_Abundance
SRR15214123	SRR15214123_aqua_Not
SRR11582149	SRR11582149_aqua_Not
SRR18106135	SRR18106135_aqua_Not
SRR20241689	SRR20241689_aqua_Abundance
SRR17401461	SRR17401461_aqua_Abundance
SRR14458714	SRR14458714_land_Abundance
SRR2398679	SRR2398679_aqua_Not
SRR2080285	SRR2080285_land_Not
SRR11734633	SRR11734633_aqua_Abundance
SRR8543664	SRR8543664_land_Not
SRR10156268	SRR10156268_aqua_Not
SRR23318466	SRR23318466_aqua_Not
SRR9691024	SRR9691024_aqua_Abundance
SRR5626800	SRR5626800_land_Abundance
SRR15214130	SRR15214130_aqua_Not
SRR24044309	SRR24044309_land_Abundance
SRR23318461	SRR23318461_aqua_Not
DRR226086	DRR226086_aqua_Not
SRR2080305	SRR2080305_land_Not
SRR22315502	SRR22315502_land_Not
SRR10143174	SRR10143174_land_Abundance
SRR19760111	SRR19760111_aqua_Not
SRR24044298	SRR24044298_land_Abundance
SRR16797981	SRR16797981_land_Abundance
SRR6987778	SRR6987778_land_Not
SRR15214122	SRR15214122_aqua_Not
SRR19161332	SRR19161332_land_Abundance
SRR14458753	SRR14458753_land_Abundance
SRR19161335	SRR19161335_land_Abundance
SRR23247700	SRR23247700_land_Not
SRR14865843	SRR14865843_aqua_Abundance
SRR8127607	SRR8127607_land_Abundance
SRR6713636	SRR6713636_land_Abundance
SRR13153354	SRR13153354_aqua_Abundance
SRR13153261	SRR13153261_aqua_Abundance
SRR23247662	SRR23247662_land_Not
SRR17710030	SRR17710030_land_Abundance
SRR23345825	SRR23345825_land_Not
SRR14477300	SRR14477300_aqua_Not
SRR5580868	SRR5580868_aqua_Abundance
SRR20079012	SRR20079012_land_Abundance
SRR23315100	SRR23315100_aqua_Abundance
SRR18694237	SRR18694237_aqua_Abundance
SRR23318463	SRR23318463_aqua_Not
SRR23247667	SRR23247667_land_Not
SRR1654794	SRR1654794_aqua_Not
SRR5210470	SRR5210470_aqua_Abundance
SRR1758967	SRR1758967_aqua_Not
SRR10916888	SRR10916888_land_Not
SRR12481291	SRR12481291_land_Not
SRR9691041	SRR9691041_aqua_Abundance
SRR7778157	SRR7778157_land_Abundance
SRR14511887	SRR14511887_aqua_Abundance
SRR19222066	SRR19222066_aqua_Not
SRR10097247	SRR10097247_aqua_Not
SRR3087211	SRR3087211_land_Not
SRR15668621	SRR15668621_aqua_Not
SRR12894081	SRR12894081_aqua_Not
SRR3087196	SRR3087196_land_Not
SRR22215818	SRR22215818_aqua_Abundance
SRR13153329	SRR13153329_aqua_Abundance
ERR3597758	ERR3597758_land_Not
SRR21860266	SRR21860266_land_Abundance
SRR17794512	SRR17794512_aqua_Not
SRR20079031	SRR20079031_land_Abundance
SRR20241922	SRR20241922_aqua_Abundance
SRR22256702	SRR22256702_aqua_Abundance
SRR17204939	SRR17204939_land_Abundance
SRR6713630	SRR6713630_land_Abundance
SRR17710025	SRR17710025_land_Abundance
SRR20242106	SRR20242106_aqua_Abundance
SRR16235685	SRR16235685_land_Not
SRR23173732	SRR23173732_land_Not
SRR21430007	SRR21430007_aqua_Abundance
ERR4179833	ERR4179833_land_Not
SRR24044303	SRR24044303_land_Abundance
SRR13153410	SRR13153410_aqua_Not
SRR5817589	SRR5817589_aqua_Abundance
SRR11516667	SRR11516667_land_Abundance
SRR10420852	SRR10420852_aqua_Not
SRR8127609	SRR8127609_land_Not
SRR10363851	SRR10363851_land_Abundance
SRR19161325	SRR19161325_land_Abundance
SRR6942518	SRR6942518_land_Not
SRR1297204	SRR1297204_aqua_Not
SRR12886645	SRR12886645_aqua_Not
SRR16915464	SRR16915464_land_Abundance
SRR2014023	SRR2014023_aqua_Not
ERR3609892	ERR3609892_land_Not
SRR15826899	SRR15826899_aqua_Not
SRR10968277	SRR10968277_aqua_Abundance
SRR12886644	SRR12886644_aqua_Not
SRR9691023	SRR9691023_aqua_Abundance
SRR5271166	SRR5271166_land_Not
SRR9166103	SRR9166103_land_Not
SRR20079013	SRR20079013_land_Abundance
SRR23604821	SRR23604821_aqua_Abundance
SRR15510188	SRR15510188_aqua_Not
SRR6053200	SRR6053200_land_Not
SRR15510186	SRR15510186_aqua_Not
SRR10067286	SRR10067286_aqua_Not
SRR6713626	SRR6713626_land_Abundance
SRR6987261	SRR6987261_land_Not
SRR23026119	SRR23026119_land_Abundance
SRR22870120	SRR22870120_land_Abundance
SRR8127605	SRR8127605_land_Abundance
SRR10095340	SRR10095340_aqua_Not
SRR10968275	SRR10968275_aqua_Abundance
SRR23247704	SRR23247704_land_Not
SRR22541072	SRR22541072_land_Abundance
SRR8127636	SRR8127636_land_Abundance
SRR23651776	SRR23651776_land_Abundance
SRR6056326	SRR6056326_land_Not
SRR10095374	SRR10095374_aqua_Not
SRR8799003	SRR8799003_aqua_Not
SRR5208282	SRR5208282_land_Not
SRR17794516	SRR17794516_aqua_Not
SRR14517504	SRR14517504_land_Not
SRR13882925	SRR13882925_land_Abundance
SRR10968153	SRR10968153_aqua_Abundance
SRR23318453	SRR23318453_aqua_Not
SRR15400728	SRR15400728_aqua_Abundance
SRR8127606	SRR8127606_land_Abundance
SRR10484890	SRR10484890_aqua_Not
SRR22505814	SRR22505814_aqua_Not
SRR17710020	SRR17710020_land_Abundance
SRR13515772	SRR13515772_aqua_Not
SRR3586642	SRR3586642_land_Not
SRR23247661	SRR23247661_land_Not
SRR15373728	SRR15373728_land_Abundance
SRR10095362	SRR10095362_aqua_Not
SRR20746685	SRR20746685_aqua_Abundance
SRR21856590	SRR21856590_aqua_Not
SRR9691022	SRR9691022_aqua_Abundance
SRR2080295	SRR2080295_land_Not
SRR6053196	SRR6053196_land_Not
SRR21487746	SRR21487746_aqua_Not
SRR23460012	SRR23460012_aqua_Not
ERR3597778	ERR3597778_land_Not
SRR12059202	SRR12059202_aqua_Not
SRR6056324	SRR6056324_land_Not
SRR22703641	SRR22703641_land_Abundance
DRR226088	DRR226088_aqua_Not
SRR12481293	SRR12481293_land_Not
SRR20746683	SRR20746683_aqua_Abundance
SRR14458746	SRR14458746_land_Abundance
SRR20746681	SRR20746681_aqua_Abundance
SRR17940156	SRR17940156_aqua_Abundance
SRR18694239	SRR18694239_aqua_Abundance
SRR22541070	SRR22541070_land_Abundance
SRR15530467	SRR15530467_aqua_Abundance
SRR9166123	SRR9166123_land_Abundance
SRR10156263	SRR10156263_aqua_Not
SRR14511881	SRR14511881_aqua_Not
SRR2080284	SRR2080284_land_Not
SRR13153316	SRR13153316_aqua_Abundance
DRR226087	DRR226087_aqua_Not
SRR11516664	SRR11516664_land_Abundance
SRR9691039	SRR9691039_aqua_Abundance
SRR21860274	SRR21860274_land_Abundance
SRR17204947	SRR17204947_land_Abundance
SRR1009534	SRR1009534_aqua_Not
SRR11582167	SRR11582167_aqua_Not
SRR16156431	SRR16156431_aqua_Not
SRR22215820	SRR22215820_aqua_Abundance
SRR14458754	SRR14458754_land_Abundance
SRR23345824	SRR23345824_land_Not
SRR17794517	SRR17794517_aqua_Not
SRR5690554	SRR5690554_land_Abundance
SRR16915469	SRR16915469_land_Abundance
SRR8127625	SRR8127625_land_Abundance
SRR13122192	SRR13122192_aqua_Abundance
SRR10241523	SRR10241523_aqua_Abundance
SRR19666937	SRR19666937_aqua_Abundance
SRR9166115	SRR9166115_land_Not
SRR18336086	SRR18336086_aqua_Not
SRR5476986	SRR5476986_aqua_Abundance
SRR16547338	SRR16547338_aqua_Abundance
SRR23345821	SRR23345821_land_Not
SRR10836659	SRR10836659_aqua_Not
SRR8357216	SRR8357216_land_Not
SRR24044328	SRR24044328_land_Abundance
SRR8543657	SRR8543657_land_Not
SRR7473442	SRR7473442_aqua_Abundance
SRR9691038	SRR9691038_aqua_Abundance
SRR11837213	SRR11837213_aqua_Abundance
SRR15214128	SRR15214128_aqua_Not
SRR14517506	SRR14517506_land_Not
ERR3597784	ERR3597784_land_Not
SRR17710028	SRR17710028_land_Abundance
SRR17041386	SRR17041386_land_Not
SRR20746686	SRR20746686_aqua_Abundance
ERR4234198	ERR4234198_aqua_Abundance
SRR10363841	SRR10363841_land_Abundance
SRR6713634	SRR6713634_land_Abundance
SRR24079432	SRR24079432_aqua_Abundance
SRR11582169	SRR11582169_aqua_Not
SRR1615643	SRR1615643_aqua_Not
SRR11400155	SRR11400155_aqua_Not
SRR6201975	SRR6201975_land_Abundance
SRR16156404	SRR16156404_aqua_Not
SRR6053204	SRR6053204_land_Not
SRR16797977	SRR16797977_land_Abundance
SRR16936465	SRR16936465_aqua_Not
SRR17710021	SRR17710021_land_Abundance
SRR21860277	SRR21860277_land_Abundance
SRR19039921	SRR19039921_land_Abundance
SRR16156447	SRR16156447_aqua_Not
SRR19161320	SRR19161320_land_Abundance
SRR1158215	SRR1158215_aqua_Not
SRR21120498	SRR21120498_aqua_Abundance
SRR11582164	SRR11582164_aqua_Not
SRR19666939	SRR19666939_aqua_Abundance
DRR226091	DRR226091_aqua_Not
SRR11343834	SRR11343834_aqua_Not
SRR20746695	SRR20746695_aqua_Abundance
DRR22609	DRR22609_aqua_Not
SRR3087145	SRR3087145_land_Not
SRR9691044	SRR9691044_aqua_Abundance
SRR16798073	SRR16798073_land_Abundance
SRR5214154	SRR5214154_aqua_Abundance
SRR9691060	SRR9691060_aqua_Abundance
SRR16915475	SRR16915475_land_Abundance
SRR18595300	SRR18595300_land_Not
SRR12999146	SRR12999146_aqua_Not
SRR22541074	SRR22541074_land_Abundance
SRR16156414	SRR16156414_aqua_Not
SRR16915471	SRR16915471_land_Abundance
SRR14301319	SRR14301319_land_Abundance
SRR17794519	SRR17794519_aqua_Not
SRR17710029	SRR17710029_land_Abundance
SRR23318457	SRR23318457_aqua_Not
SRR11582162	SRR11582162_aqua_Not
SRR9166125	SRR9166125_land_Abundance
SRR20746690	SRR20746690_aqua_Abundance
SRR9691054	SRR9691054_aqua_Abundance
SRR6056297	SRR6056297_aqua_Abundance
SRR21860285	SRR21860285_land_Not
SRR11582148	SRR11582148_aqua_Not
SRR5271169	SRR5271169_land_Abundance
SRR20140232	SRR20140232_aqua_Not
SRR24044310	SRR24044310_land_Abundance
SRR12059200	SRR12059200_aqua_Not
SRR2398696	SRR2398696_aqua_Not
SRR10916863	SRR10916863_land_Not
SRR15826900	SRR15826900_aqua_Not
SRR23026125	SRR23026125_land_Abundance
SRR11582163	SRR11582163_aqua_Not
SRR7082977	SRR7082977_land_Not
SRR21856587	SRR21856587_aqua_Not
SRR12883924	SRR12883924_aqua_Not
SRR8543788	SRR8543788_land_Not
SRR11734660	SRR11734660_aqua_Abundance
SRR11516665	SRR11516665_land_Abundance
SRR12886460	SRR12886460_aqua_Not
SRR15400731	SRR15400731_aqua_Abundance
SRR21373924	SRR21373924_land_Abundance
ERR3597759	ERR3597759_land_Not
SRR177945	SRR177945_aqua_Not
SRR4142282	SRR4142282_land_Abundance
SRR6056335	SRR6056335_land_Abundance
SRR15530468	SRR15530468_aqua_Abundance
SRR8127629	SRR8127629_land_Abundance
SRR15646754	SRR15646754_land_Abundance
SRR23460019	SRR23460019_aqua_Not
SRR10968279	SRR10968279_aqua_Abundance
SRR14458742	SRR14458742_land_Abundance
SRR11582152	SRR11582152_aqua_Not
SRR1157615	SRR1157615_land_Not
SRR17041385	SRR17041385_land_Not
SRR15214125	SRR15214125_aqua_Not
ERR3609927	ERR3609927_land_Not
SRR14626311	SRR14626311_aqua_Abundance
SRR6713625	SRR6713625_land_Abundance
SRR18106139	SRR18106139_aqua_Not
SRR19161333	SRR19161333_land_Abundance
SRR24044330	SRR24044330_land_Abundance
SRR13515399	SRR13515399_aqua_Not
SRR15532677	SRR15532677_aqua_Abundance
SRR10868564	SRR10868564_land_Not
SRR2080297	SRR2080297_land_Not
SRR13153467	SRR13153467_aqua_Abundance
SRR6958990	SRR6958990_land_Abundance
SRR19666941	SRR19666941_aqua_Abundance
SRR21860268	SRR21860268_land_Abundance
SRR1615644	SRR1615644_aqua_Not
SRR18595301	SRR18595301_land_Abundance
SRR15646762	SRR15646762_land_Abundance
SRR17191902	SRR17191902_land_Abundance
SRR23050985	SRR23050985_aqua_Not
SRR5626791	SRR5626791_land_Not
SRR15947150	SRR15947150_land_Abundance
SRR5278471	SRR5278471_land_Not
ERR3597791	ERR3597791_land_Not
SRR9166114	SRR9166114_land_Not
SRR9166112	SRR9166112_land_Not
SRR1615645	SRR1615645_aqua_Not
SRR6050776	SRR6050776_land_Abundance
SRR11271802	SRR11271802_land_Abundance
SRR12481296	SRR12481296_land_Not
SRR21860267	SRR21860267_land_Abundance
SRR17940154	SRR17940154_aqua_Abundance
SRR13009789	SRR13009789_aqua_Abundance
SRR15373727	SRR15373727_land_Abundance
SRR2239652	SRR2239652_aqua_Not
SRR17204923	SRR17204923_land_Abundance
SRR17710027	SRR17710027_land_Abundance
SRR21619492	SRR21619492_aqua_Not
ERR4234199	ERR4234199_aqua_Abundance
SRR16156441	SRR16156441_aqua_Not
ERR3609909	ERR3609909_land_Not
SRR2031387	SRR2031387_aqua_Not
SRR11343840	SRR11343840_aqua_Not
ERR340359	ERR340359_aqua_Not
SRR20746698	SRR20746698_aqua_Abundance
SRR13388588	SRR13388588_aqua_Not
SRR9016298	SRR9016298_land_Not
SRR16797976	SRR16797976_land_Abundance
SRR6987777	SRR6987777_land_Not
SRR14454017	SRR14454017_aqua_Abundance
SRR8127617	SRR8127617_land_Abundance
SRR7976145	SRR7976145_land_Not
SRR6958720	SRR6958720_land_Abundance
ERR3609919	ERR3609919_land_Not
SRR12887798	SRR12887798_aqua_Not
SRR17794513	SRR17794513_aqua_Not
SRR23345822	SRR23345822_land_Not
SRR10968223	SRR10968223_aqua_Abundance
SRR24044312	SRR24044312_land_Abundance
SRR6987439	SRR6987439_land_Not
SRR16797979	SRR16797979_land_Abundance
SRR20241608	SRR20241608_aqua_Abundance
SRR16156444	SRR16156444_aqua_Not
SRR23247659	SRR23247659_land_Not
SRR6056323	SRR6056323_land_Abundance
SRR164830	SRR164830_aqua_Not
SRR2080282	SRR2080282_land_Not
SRR9166121	SRR9166121_land_Abundance
SRR12888151	SRR12888151_aqua_Not
SRR24044314	SRR24044314_land_Abundance
SRR2080301	SRR2080301_land_Not
SRR17191905	SRR17191905_land_Abundance
SRR13816199	SRR13816199_aqua_Abundance
SRR11837467	SRR11837467_aqua_Abundance
SRR10968280	SRR10968280_aqua_Abundance
SRR23135035	SRR23135035_aqua_Not
SRR15530480	SRR15530480_aqua_Abundance
ERR3609902	ERR3609902_land_Not
SRR20241865	SRR20241865_aqua_Abundance
SRR11582144	SRR11582144_aqua_Not
SRR15947155	SRR15947155_land_Abundance
SRR3087218	SRR3087218_land_Not
SRR24079447	SRR24079447_aqua_Abundance
SRR5476985	SRR5476985_aqua_Abundance
SRR11516666	SRR11516666_land_Abundance
SRR21120495	SRR21120495_aqua_Abundance
SRR2084713	SRR2084713_land_Not
SRR15214115	SRR15214115_aqua_Not
SRR19161331	SRR19161331_land_Abundance
SRR23026122	SRR23026122_land_Abundance
ERR3597760	ERR3597760_land_Not
ERR3597779	ERR3597779_land_Not
SRR12481295	SRR12481295_land_Abundance
SRR15530477	SRR15530477_aqua_Abundance
SRR17938968	SRR17938968_land_Abundance
SRR6056296	SRR6056296_aqua_Abundance
SRR12886465	SRR12886465_aqua_Not
SRR8543653	SRR8543653_land_Not
SRR9166119	SRR9166119_land_Abundance
SRR13115018	SRR13115018_land_Abundance
SRR7778161	SRR7778161_land_Abundance
ERR4179831	ERR4179831_land_Not
SRR10420883	SRR10420883_aqua_Not
SRR5581334	SRR5581334_aqua_Abundance
SRR7976233	SRR7976233_land_Abundance
SRR19161317	SRR19161317_land_Abundance
SRR15668623	SRR15668623_aqua_Not
SRR14458756	SRR14458756_land_Abundance
SRR16156411	SRR16156411_aqua_Not
SRR11837388	SRR11837388_aqua_Abundance
SRR11271809	SRR11271809_land_Abundance
SRR10868578	SRR10868578_land_Not
SRR23315090	SRR23315090_aqua_Abundance
SRR20746679	SRR20746679_aqua_Abundance
SRR13961592	SRR13961592_aqua_Abundance
SRR13153449	SRR13153449_aqua_Abundance
SRR6047969	SRR6047969_aqua_Abundance
SRR12887795	SRR12887795_aqua_Not
SRR21619488	SRR21619488_aqua_Not
SRR11343838	SRR11343838_aqua_Not
SRR2080317	SRR2080317_land_Not
SRR4141180	SRR4141180_land_Abundance
SRR4142283	SRR4142283_land_Abundance
SRR23684541	SRR23684541_aqua_Abundance
SRR24044297	SRR24044297_land_Abundance
SRR23985278	SRR23985278_aqua_Abundance
SRR3087223	SRR3087223_land_Not
SRR19161319	SRR19161319_land_Abundance
SRR15372773	SRR15372773_aqua_Not
SRR3961739	SRR3961739_aqua_Abundance
SRR10127271	SRR10127271_land_Abundance
SRR2080307	SRR2080307_land_Not
SRR12888150	SRR12888150_aqua_Not
SRR3087224	SRR3087224_land_Not
SRR6987546	SRR6987546_land_Not
SRR6056327	SRR6056327_land_Not
SRR6689523	SRR6689523_land_Not
SRR11582139	SRR11582139_aqua_Not
SRR18502802	SRR18502802_aqua_Abundance
SRR23315087	SRR23315087_aqua_Abundance
SRR2080296	SRR2080296_land_Not
SRR16915456	SRR16915456_land_Abundance
SRR6053208	SRR6053208_land_Not
SRR19161323	SRR19161323_land_Abundance
SRR15530471	SRR15530471_aqua_Abundance
SRR6056609	SRR6056609_land_Abundance
SRR17204946	SRR17204946_land_Abundance
SRR7778151	SRR7778151_land_Abundance
ERR3609899	ERR3609899_land_Not
SRR2129469	SRR2129469_aqua_Not
SRR23986797	SRR23986797_aqua_Abundance
SRR23684500	SRR23684500_aqua_Abundance
SRR14301308	SRR14301308_land_Abundance
SRR1654796	SRR1654796_aqua_Not
SRR2185658	SRR2185658_aqua_Not
SRR12887238	SRR12887238_aqua_Not
SRR15039773	SRR15039773_aqua_Not
SRR10363853	SRR10363853_land_Abundance
SRR20140220	SRR20140220_aqua_Not
SRR1157609	SRR1157609_land_Abundance
SRR23247665	SRR23247665_land_Not
SRR24044327	SRR24044327_land_Abundance
SRR23684499	SRR23684499_aqua_Abundance
SRR23986967	SRR23986967_aqua_Not
SRR8543665	SRR8543665_land_Not
SRR10968274	SRR10968274_aqua_Abundance
SRR12068626	SRR12068626_aqua_Not
SRR10156270	SRR10156270_aqua_Not
ERR2271549	ERR2271549_aqua_Not
SRR20241644	SRR20241644_aqua_Abundance
SRR7067823	SRR7067823_aqua_Abundance
SRR22269315	SRR22269315_land_Not
SRR23491625	SRR23491625_aqua_Not
SRR2031922	SRR2031922_aqua_Not
SRR6050641	SRR6050641_land_Abundance
SRR23725313	SRR23725313_land_Abundance
ERR1745249	ERR1745249_aqua_Not
SRR5468418	SRR5468418_aqua_Abundance
SRR17041388	SRR17041388_land_Abundance
SRR16798009	SRR16798009_land_Abundance
SRR15947147	SRR15947147_land_Abundance
SRR19760120	SRR19760120_aqua_Not
SRR24044321	SRR24044321_land_Abundance
SRR14306778	SRR14306778_aqua_Not
SRR4030105	SRR4030105_aqua_Abundance
SRR10968224	SRR10968224_aqua_Abundance
SRR6988749	SRR6988749_land_Not
SRR17204933	SRR17204933_land_Abundance
SRR18336089	SRR18336089_aqua_Not
SRR7499980	SRR7499980_aqua_Abundance
SRR13153376	SRR13153376_aqua_Abundance
SRR5209945	SRR5209945_aqua_Abundance
SRR11917416	SRR11917416_land_Abundance
SRR21705855	SRR21705855_aqua_Abundance
SRR22315503	SRR22315503_land_Abundance
SRR10156271	SRR10156271_aqua_Not
SRR14511926	SRR14511926_aqua_Abundance
SRR24044306	SRR24044306_land_Abundance
SRR22703643	SRR22703643_land_Abundance
SRR20079021	SRR20079021_land_Abundance
SRR10156274	SRR10156274_aqua_Not
SRR8799002	SRR8799002_aqua_Not
SRR20079030	SRR20079030_land_Abundance
SRR5817585	SRR5817585_aqua_Abundance
SRR12893483	SRR12893483_aqua_Abundance
SRR13153535	SRR13153535_aqua_Abundance
SRR16915466	SRR16915466_land_Abundance
SRR20079015	SRR20079015_land_Abundance
SRR17036901	SRR17036901_land_Abundance
SRR8127627	SRR8127627_land_Abundance
SRR6053199	SRR6053199_land_Not
SRR17204940	SRR17204940_land_Abundance
SRR17710019	SRR17710019_land_Abundance
SRR21619495	SRR21619495_aqua_Not
SRR15947154	SRR15947154_land_Abundance
SRR16156408	SRR16156408_aqua_Not
SRR21384359	SRR21384359_aqua_Not
SRR17204945	SRR17204945_land_Abundance
SRR6987551	SRR6987551_land_Not
SRR21860281	SRR21860281_land_Abundance
SRR8127634	SRR8127634_land_Abundance
SRR23315096	SRR23315096_aqua_Abundance
SRR5626788	SRR5626788_land_Not
SRR22703651	SRR22703651_land_Abundance
SRR6826357	SRR6826357_land_Abundance
ERR1846295	ERR1846295_aqua_Abundance
ERR3597752	ERR3597752_land_Not
SRR20242120	SRR20242120_aqua_Not
SRR24079438	SRR24079438_aqua_Abundance
SRR9016297	SRR9016297_land_Not
SRR22541071	SRR22541071_land_Abundance
SRR5198903	SRR5198903_aqua_Abundance
SRR10420862	SRR10420862_aqua_Not
SRR16915468	SRR16915468_land_Abundance
SRR8127635	SRR8127635_land_Abundance
SRR23315088	SRR23315088_aqua_Abundance
SRR6713627	SRR6713627_land_Abundance
SRR13115019	SRR13115019_land_Abundance
SRR16547335	SRR16547335_aqua_Abundance
SRR24044320	SRR24044320_land_Abundance
SRR6987320	SRR6987320_land_Not
SRR7082976	SRR7082976_land_Abundance
SRR14454005	SRR14454005_aqua_Abundance
DRR226089	DRR226089_aqua_Not
SRR5468568	SRR5468568_aqua_Abundance
SRR15510191	SRR15510191_aqua_Not
SRR15530465	SRR15530465_aqua_Abundance
SRR16686516	SRR16686516_aqua_Abundance
SRR8191144	SRR8191144_aqua_Abundance
SRR9691019	SRR9691019_aqua_Abundance
SRR14458748	SRR14458748_land_Abundance
SRR10156275	SRR10156275_aqua_Not
SRR5209944	SRR5209944_aqua_Abundance
SRR20140229	SRR20140229_aqua_Not
SRR16798124	SRR16798124_land_Abundance
SRR6053201	SRR6053201_land_Not
SRR6988716	SRR6988716_land_Not
SRR3087206	SRR3087206_land_Not
SRR23962336	SRR23962336_land_Not
SRR10363845	SRR10363845_land_Abundance
SRR18177719	SRR18177719_land_Not
SRR19039924	SRR19039924_land_Abundance
SRR10868565	SRR10868565_land_Not
SRR9691043	SRR9691043_aqua_Abundance
SRR22703650	SRR22703650_land_Abundance
SRR5246785	SRR5246785_aqua_Abundance
SRR6490520	SRR6490520_land_Not
SRR11271803	SRR11271803_land_Abundance
SRR17204931	SRR17204931_land_Abundance
SRR23985143	SRR23985143_aqua_Not
SRR11343839	SRR11343839_aqua_Not
SRR6713633	SRR6713633_land_Abundance
SRR6826353	SRR6826353_land_Not
SRR8799001	SRR8799001_aqua_Not
SRR10363840	SRR10363840_land_Abundance
SRR16915453	SRR16915453_land_Abundance
SRR24079426	SRR24079426_aqua_Abundance
SRR24079428	SRR24079428_aqua_Abundance
SRR17938972	SRR17938972_land_Abundance
SRR11086757	SRR11086757_land_Abundance
SRR17710022	SRR17710022_land_Abundance
SRR17204934	SRR17204934_land_Abundance
SRR23315084	SRR23315084_aqua_Abundance
SRR18694245	SRR18694245_aqua_Abundance
SRR13153443	SRR13153443_aqua_Abundance
SRR2398529	SRR2398529_aqua_Not
SRR23651777	SRR23651777_land_Abundance
SRR10095373	SRR10095373_aqua_Not
SRR18177722	SRR18177722_land_Not
SRR10363852	SRR10363852_land_Abundance
SRR11024259	SRR11024259_aqua_Not
SRR24044296	SRR24044296_land_Abundance
SRR13388587	SRR13388587_aqua_Not
ERR3403596	ERR3403596_aqua_Not
SRR17204932	SRR17204932_land_Abundance
SRR10072863	SRR10072863_aqua_Abundance
ERR3597786	ERR3597786_land_Not
SRR10156273	SRR10156273_aqua_Not
SRR6713632	SRR6713632_land_Abundance
SRR14458750	SRR14458750_land_Abundance
SRR23247663	SRR23247663_land_Not
SRR21705886	SRR21705886_aqua_Abundance
SRR17036897	SRR17036897_land_Abundance
SRR15372770	SRR15372770_aqua_Not
SRR17401454	SRR17401454_aqua_Abundance
SRR15214114	SRR15214114_aqua_Not
SRR2080283	SRR2080283_land_Not
SRR8127598	SRR8127598_land_Abundance
SRR16235686	SRR16235686_land_Not
SRR24044322	SRR24044322_land_Abundance
SRR20746684	SRR20746684_aqua_Abundance
SRR1010317	SRR1010317_land_Not
SRR23684441	SRR23684441_aqua_Abundance
SRR2080302	SRR2080302_land_Not
SRR23026124	SRR23026124_land_Abundance
SRR3087208	SRR3087208_land_Not
SRR9166120	SRR9166120_land_Abundance
SRR8543792	SRR8543792_land_Not
SRR16798008	SRR16798008_land_Abundance
SRR11271805	SRR11271805_land_Abundance
SRR16915459	SRR16915459_land_Abundance
SRR23425233	SRR23425233_land_Abundance
SRR8543690	SRR8543690_land_Not
ERR3609893	ERR3609893_land_Not
SRR8543694	SRR8543694_land_Not
SRR9166104	SRR9166104_land_Abundance
SRR6713635	SRR6713635_land_Abundance
SRR10143418	SRR10143418_land_Abundance
SRR14454011	SRR14454011_aqua_Abundance
SRR9691025	SRR9691025_aqua_Abundance
SRR8127633	SRR8127633_land_Abundance
SRR18694236	SRR18694236_aqua_Abundance
SRR10143175	SRR10143175_land_Not
SRR18064552	SRR18064552_aqua_Not
SRR23318452	SRR23318452_aqua_Not
SRR3087210	SRR3087210_land_Not
SRR5626799	SRR5626799_land_Abundance
SRR21487742	SRR21487742_aqua_Not
SRR16915476	SRR16915476_land_Abundance
SRR21860280	SRR21860280_land_Abundance
SRR10586137	SRR10586137_land_Abundance
SRR1451188	SRR1451188_aqua_Not
SRR16915458	SRR16915458_land_Abundance
SRR23604820	SRR23604820_aqua_Abundance
SRR11582170	SRR11582170_aqua_Not
