Run,Env,MHET_Abundance
SRR23318466,marinesediment,0.335177566
SRR10156267,marinesediment,0.328131253
SRR12358725,marinesediment,0.318948745
SRR10156273,marinesediment,0.316241991
SRR21487738,marinesediment,0.310700212
SRR10156270,marinesediment,0.300264608
SRR21487746,marinesediment,0.283541756
SRR17589674,marinesediment,0.282072934
SRR10072857,marinesediment,0.249967355
SRR23318459,marinesediment,0.239023931
SRR10156268,marinesediment,0.221308932
SRR21856589,marinesediment,0.197778268
SRR11400153,marinesediment,0.166251895
SRR12358727,marinesediment,0.156847983
SRR12059199,marinesediment,0.148272305
SRR10097247,marinesediment,0.138543459
SRR23318455,marinesediment,0.134060186
SRR11343833,marinesediment,0.132038697
SRR10072860,marinesediment,0.086364771
SRR23318456,marinesediment,0.085661971
SRR10072858,marinesediment,0.084678894
SRR23318467,marinesediment,0.073427429
SRR23318462,marinesediment,0.071517969
SRR11343824,marinesediment,0.071377092
SRR23318465,marinesediment,0.067704027
SRR23318460,marinesediment,0.067585949
SRR12605074,marinesediment,0.056382255
SRR18502801,marinesediment,0.036493021
SRR12605076,marinesediment,0.035170189
SRR18502802,marinesediment,0.015707909
SRR15039771,marinesediment,0.011736271
SRR3988885,marine,127.0714286
SRR20241829,marine,38.09641857
SRR20241648,marine,22.92740047
SRR20241698,marine,16.27851403
SRR20242002,marine,13.26262359
SRR20241894,marine,13.22514695
SRR20242026,marine,12.1261404
SRR20242039,marine,12.08912769
SRR20241711,marine,11.89299831
SRR20242100,marine,10.70136136
SRR20241707,marine,9.718406593
SRR20242013,marine,9.412650602
SRR20241905,marine,8.958333333
SRR20241882,marine,8.797909408
SRR20242018,marine,8.416989454
SRR20241566,marine,7.76657553
SRR20242038,marine,7.124983555
SRR20241748,marine,6.912028725
SRR20242092,marine,6.597234944
SRR20241752,marine,6.492857143
SRR20241574,marine,6.460674157
SRR20241953,marine,6.092289132
SRR20241831,marine,5.476190476
SRR20241710,marine,5.181380373
SRR20242066,marine,5.08866501
SRR20242054,marine,4.881655259
SRR20241547,marine,4.537286613
SRR20241620,marine,4.38517179
SRR20241586,marine,4.164067374
SRR20242007,marine,4.156403941
SRR20242033,marine,4.151785714
SRR20242036,marine,4.151084518
SRR20241731,marine,3.983672303
SRR20241633,marine,3.744438952
SRR20242005,marine,3.737799468
SRR20241739,marine,3.498542274
SRR20241703,marine,3.459948234
SRR20241860,marine,3.418148375
SRR20241868,marine,3.400297619
SRR20241873,marine,3.308741337
SRR20241862,marine,3.279220779
SRR20241920,marine,3.25283197
SRR20242035,marine,3.211525809
SRR20241717,marine,3.151260504
SRR20242110,marine,3.009162849
SRR20241793,marine,2.877918586
SRR20241929,marine,2.765486726
SRR20242049,marine,2.747989276
SRR20241715,marine,2.722181418
SRR20241888,marine,2.711293942
SRR20241696,marine,2.443302586
SRR20242021,marine,2.437258687
SRR20242109,marine,2.424400417
SRR20242055,marine,2.349777882
SRR13449931,marine,2.328416796
SRR20241803,marine,2.324689274
SRR20241697,marine,2.170138889
SRR20241700,marine,2.134936636
SRR20242034,marine,2.116402116
SRR21430012,marine,2.062231388
SRR21430012,marine,2.062231388
SRR20242004,marine,1.948051948
SRR20242056,marine,1.924860853
SRR20241955,marine,1.921718334
SRR20241728,marine,1.915403033
SRR20242025,marine,1.903638814
SRR13153511,marine,1.901471597
SRR20241852,marine,1.884631404
SRR20242106,marine,1.821668265
SRR20241883,marine,1.795366795
SRR20242008,marine,1.791914683
SRR20242101,marine,1.785714286
SRR20241858,marine,1.741440378
SRR20242112,marine,1.723833098
SRR20241763,marine,1.681979846
SRR20241859,marine,1.653375642
SRR20241983,marine,1.644931832
SRR20241542,marine,1.627793975
SRR20242020,marine,1.595568783
SRR20241996,marine,1.575171553
SRR20242009,marine,1.541514042
SRR20241797,marine,1.531797144
SRR20242067,marine,1.497754274
SRR13153506,marine,1.49263904
SRR20242017,marine,1.488095238
SRR20241774,marine,1.431150077
SRR20242104,marine,1.391516872
SRR20241994,marine,1.387362637
SRR21430007,marine,1.38311758
SRR21430007,marine,1.38311758
SRR20241855,marine,1.372459812
SRR20241726,marine,1.358043217
SRR20241716,marine,1.355820106
SRR13449934,marine,1.296471495
SRR20241699,marine,1.279350853
SRR20242000,marine,1.278594474
SRR20241714,marine,1.257634883
SRR20242028,marine,1.255648245
SRR20241866,marine,1.250644662
SRR20242062,marine,1.23891419
SRR20241719,marine,1.214967971
SRR20241649,marine,1.18652112
SRR21430009,marine,1.18278475
SRR21430009,marine,1.18278475
SRR13449920,marine,1.084494085
SRR13449933,marine,1.026756857
SRR13153513,marine,1.011297376
SRR13153334,marine,0.833651642
SRR13153533,marine,0.716869026
SRR21430008,marine,0.671861408
SRR21430008,marine,0.671861408
SRR14511854,marine,0.612484091
SRR13153550,marine,0.608909642
SRR13153521,marine,0.599253192
SRR13153516,marine,0.595927827
SRR13153525,marine,0.586774994
SRR13153536,marine,0.495535714
SRR14511898,marine,0.452119309
SRR19160659,marine,0.449581829
SRR13449922,marine,0.423633077
SRR13449923,marine,0.407955125
SRR22177934,marine,0.400565566
SRR22177934,marine,0.400565566
SRR13816176,marine,0.388673357
SRR14511894,marine,0.380952381
SRR21430010,marine,0.369985039
SRR21430010,marine,0.369985039
SRR13153301,marine,0.364678652
SRR13153306,marine,0.298921538
SRR13449916,marine,0.283179309
SRR13122270,marine,0.280993593
SRR14511909,marine,0.278790976
SRR14511859,marine,0.271784963
SRR13449935,marine,0.261971934
SRR13449919,marine,0.248805732
SRR14511834,marine,0.248221695
SRR15530477,marine,0.240396058
SRR13816199,marine,0.238536973
SRR13153432,marine,0.229182582
SRR15530472,marine,0.211631551
SRR14511876,marine,0.211483557
SRR13122157,marine,0.205819275
SRR14511926,marine,0.200567351
SRR14511872,marine,0.19055149
SRR14865844,marine,0.18921328
SRR16028405,marine,0.181559404
SRR16686517,marine,0.179147496
SRR19160658,marine,0.170235747
SRR24202167,marine,0.166426772
SRR24202167,marine,0.166426772
SRR14511837,marine,0.161076515
SRR13122047,marine,0.155602606
SRR14511875,marine,0.155136504
SRR14511865,marine,0.152152849
SRR14511912,marine,0.152031136
SRR17470357,marine,0.145905923
SRR14511928,marine,0.144913987
SRR16028411,marine,0.140929404
SRR14511914,marine,0.140759822
SRR22177932,marine,0.140065086
SRR22177932,marine,0.140065086
SRR14511839,marine,0.139209845
SRR14511915,marine,0.128571429
SRR13122148,marine,0.12567527
SRR15530468,marine,0.124650977
SRR14511848,marine,0.11805658
SRR14511918,marine,0.115936652
SRR14511911,marine,0.114275206
SRR13122038,marine,0.110067522
SRR14511866,marine,0.10989011
SRR15530478,marine,0.10880883
SRR14511855,marine,0.107870796
SRR13122107,marine,0.107015078
SRR15530467,marine,0.097097164
SRR22177935,marine,0.094611168
SRR22177935,marine,0.094611168
SRR15530474,marine,0.092818125
SRR15530465,marine,0.091282519
SRR15530469,marine,0.089261057
SRR15530476,marine,0.08871269
SRR23460021,marine,0.087985922
SRR23460021,marine,0.087985922
SRR15530473,marine,0.085180082
SRR14511924,marine,0.08320831
SRR14511850,marine,0.08047508
SRR16028412,marine,0.072525474
SRR13782129,marine,0.055306891
SRR14511838,marine,0.053711225
SRR21430006,marine,0.051905432
SRR21430006,marine,0.051905432
SRR23460013,marine,0.049141269
SRR23460013,marine,0.049141269
SRR14511861,marine,0.048743813
SRR17224011,marine,0.046463419
SRR23460020,marine,0.019836936
SRR23460020,marine,0.019836936
SRR11516665,landfill,65.98382749
SRR9166112,landfill,23.5380117
SRR9166105,landfill,13.98142217
SRR9166114,landfill,10.18907563
SRR9166103,landfill,8.953304313
SRR12105370,landfill,7.365798216
SRR9166113,landfill,6.846374046
ERR1346528,landfill,6.813909774
SRR9166117,landfill,6.634993447
SRR9166111,landfill,5.578055965
ERR1346484,landfill,5.535714286
SRR11516664,landfill,5.326704545
SRR9166115,landfill,5.042016807
SRR9016294,landfill,4.156175457
SRR10363840,landfill,4.155687186
SRR11516666,landfill,3.78550543
SRR9166104,landfill,3.519878166
SRR17204930,landfill,3.506300022
SRR10363850,landfill,3.1780696
SRR10363851,landfill,2.993094839
SRR17204931,landfill,2.814935065
SRR10363839,landfill,2.754553431
SRR10363849,landfill,2.504668079
SRR10363842,landfill,2.281910245
SRR11516667,landfill,2.281653884
SRR6689521,landfill,2.267573696
SRR9166120,landfill,2.139758388
SRR17204929,landfill,2.088247359
SRR11516662,landfill,2.074115044
SRR10363841,landfill,2.039348842
SRR9166119,landfill,2.036802922
SRR17204932,landfill,2.032667108
SRR17204927,landfill,2.007214945
SRR9166116,landfill,1.995464853
SRR10363843,landfill,1.901902727
SRR9016295,landfill,1.825789765
SRR10363848,landfill,1.783456746
SRR10363847,landfill,1.685608125
SRR11516663,landfill,1.676870748
SRR12481296,landfill,1.616300366
SRR10363845,landfill,1.413595751
SRR9016296,landfill,1.410826193
SRR9166123,landfill,1.24501992
SRR9016298,landfill,1.242308971
SRR6689529,landfill,1.232492997
SRR10363852,landfill,1.222332592
SRR9166126,landfill,1.210011031
SRR9166108,landfill,1.208791209
SRR12481295,landfill,1.196795358
SRR9166121,landfill,1.167198723
SRR9166127,landfill,1.141201514
SRR19039924,landfill,1.114061463
SRR9166125,landfill,1.101556616
SRR7082984,landfill,1.046901173
SRR10363846,landfill,1.006091326
SRR23913141,landfill,0.989349228
SRR6689523,landfill,0.983365949
SRR23913142,landfill,0.941776423
SRR17204934,landfill,0.93673962
SRR9166107,landfill,0.904533566
SRR23913140,landfill,0.894503366
SRR7082973,landfill,0.876159044
SRR7082971,landfill,0.865056377
SRR8357215,landfill,0.852720708
SRR10363844,landfill,0.795941933
SRR17204935,landfill,0.746156165
SRR19039922,landfill,0.715519467
SRR6689519,landfill,0.694571795
SRR9016293,landfill,0.691100721
SRR19039920,landfill,0.634704998
SRR19039921,landfill,0.621388181
SRR17204949,landfill,0.577732126
SRR7082981,landfill,0.564206725
SRR19039919,landfill,0.538126432
SRR23913143,landfill,0.510281004
SRR8357216,landfill,0.493035868
SRR9016297,landfill,0.435530039
SRR17204939,landfill,0.402770088
SRR19039923,landfill,0.375248784
SRR11086756,landfill,0.371201585
SRR23913145,landfill,0.344924599
SRR17204943,landfill,0.287543964
SRR7082974,landfill,0.285657438
SRR17204946,landfill,0.266420787
SRR17204920,landfill,0.252051691
SRR17204936,landfill,0.224034231
SRR22315509,landfill,0.183385291
SRR18595301,landfill,0.1833742
SRR17204926,landfill,0.180908524
SRR7082965,landfill,0.171891699
SRR10363853,landfill,0.125023129
SRR17204933,landfill,0.112372052
SRR22315507,landfill,0.106355375
SRR17204945,landfill,0.103924177
SRR8449813,landfill,0.097388432
SRR8542065,landfill,0.096308186
SRR17204941,landfill,0.095437402
SRR17204937,landfill,0.09035929
SRR17204942,landfill,0.088352617
SRR22315506,landfill,0.083982309
SRR6484325,landfill,0.061937125
SRR23913144,landfill,0.057192021
SRR18595300,landfill,0.052830994
SRR6484323,landfill,0.050205782
SRR8449827,landfill,0.049049806
SRR6484324,landfill,0.027461109
SRR22315504,landfill,0.026745977
SRR8449814,landfill,0.022100424
SRR22315501,landfill,0.018940542
SRR8449815,landfill,0.016933998
SRR24079465,hotspring,193.5714286
SRR13388588,hotspring,18.92006803
ERR1846294,hotspring,13.46310068
SRR3961739,hotspring,6.831659063
SRR24079454,hotspring,6.255664173
SRR7903765,hotspring,5.326015053
SRR3961740,hotspring,4.319584992
SRR10095344,hotspring,3.513362086
SRR24079438,hotspring,3.45776811
SRR3961734,hotspring,3.377247236
SRR3961733,hotspring,3.283340844
SRR10095351,hotspring,2.456259525
SRR24079450,hotspring,2.31557055
SRR5580868,hotspring,2.27200785
SRR5469038,hotspring,1.97403403
SRR5468562,hotspring,1.972075412
SRR24079426,hotspring,1.601417245
SRR5214705,hotspring,1.562279665
SRR24079425,hotspring,1.497354073
SRR24079441,hotspring,1.403793362
ERR1846295,hotspring,1.130759955
SRR15214115,hotspring,0.988924051
SRR15214117,hotspring,0.950871632
SRR5581334,hotspring,0.950650715
SRR17863203,hotspring,0.935524652
SRR10095373,hotspring,0.85104655
SRR7067823,hotspring,0.844237929
SRR24079483,hotspring,0.833874459
SRR15214118,hotspring,0.818356868
SRR24079451,hotspring,0.788288234
SRR5214154,hotspring,0.698324022
SRR7473443,hotspring,0.688902409
SRR5580902,hotspring,0.655467721
SRR24079455,hotspring,0.64569124
SRR5747861,hotspring,0.605262006
SRR13200013,hotspring,0.584984461
SRR24079447,hotspring,0.584955107
SRR24079446,hotspring,0.577184785
SRR24079439,hotspring,0.513993898
SRR10063242,hotspring,0.508237686
SRR12999146,hotspring,0.500237501
SRR24079427,hotspring,0.483641394
SRR5451032,hotspring,0.464791446
SRR5747841,hotspring,0.45993392
SRR7473442,hotspring,0.456736869
SRR24079436,hotspring,0.436671343
SRR10095343,hotspring,0.433237058
SRR10067286,hotspring,0.425824176
SRR13199767,hotspring,0.408534749
SRR24079453,hotspring,0.389819588
SRR24079428,hotspring,0.381259961
SRR10095362,hotspring,0.37118568
SRR15214113,hotspring,0.353082409
SRR6311222,hotspring,0.349245349
SRR24079466,hotspring,0.314207396
SRR24079480,hotspring,0.310124757
SRR10095374,hotspring,0.301503448
SRR3961743,hotspring,0.29502461
SRR13200201,hotspring,0.231893638
SRR15214111,hotspring,0.229231616
SRR24079458,hotspring,0.219510425
SRR5214155,hotspring,0.188285779
SRR13200009,hotspring,0.183784548
SRR3961742,hotspring,0.173775671
SRR24079434,hotspring,0.161630356
SRR13200029,hotspring,0.14790974
SRR11457943,hotspring,0.143464106
SRR5580901,hotspring,0.121415216
SRR24079432,hotspring,0.121397701
SRR24079477,hotspring,0.119438749
SRR5248876,hotspring,0.117690043
SRR5580903,hotspring,0.11110602
SRR6049666,hotspring,0.098378225
SRR24079433,hotspring,0.095570759
SRR7039829,hotspring,0.091990524
SRR7473445,hotspring,0.091588511
SRR5248875,hotspring,0.090151265
SRR12949764,hotspring,0.080558539
SRR9001935,hotspring,0.077812309
SRR24079437,hotspring,0.076416283
SRR13200202,hotspring,0.064346733
SRR13720463,hotspring,0.040306328
SRR9650298,hotspring,0.031083019
SRR8863378,hotspring,0.017613101
SRR15214128,hotspring,0.01293947
SRR9650299,hotspring,0.010288881
SRR23684540,freshwater,20.81910558
SRR23684493,freshwater,18.94903001
SRR23684495,freshwater,16.99629158
SRR23684459,freshwater,16.33319878
SRR23684458,freshwater,13.32871213
SRR23684457,freshwater,12.82246809
SRR23684494,freshwater,11.7372104
SRR23684541,freshwater,10.04840345
SRR22256704,freshwater,9.197147705
SRR23684425,freshwater,8.823055756
SRR22256700,freshwater,8.660034437
SRR23684550,freshwater,8.641615601
SRR23684426,freshwater,8.438828205
SRR22256702,freshwater,8.400617232
SRR22256701,freshwater,8.362358989
SRR23684549,freshwater,8.176100968
SRR23684548,freshwater,7.736419978
SRR22256703,freshwater,7.242361009
SRR23684424,freshwater,6.923427834
SRR23684476,freshwater,6.467345438
SRR23684510,freshwater,6.435278337
SRR23684469,freshwater,5.879983605
SRR23684470,freshwater,5.857377388
SRR23684475,freshwater,5.509218845
ERR10509553,freshwater,5.26855565
ERR10509552,freshwater,5.25498038
SRR23684557,freshwater,5.00266809
SRR23684473,freshwater,4.948709963
SRR22256706,freshwater,4.69617772
SRR23684512,freshwater,4.337237777
SRR22256707,freshwater,4.28630145
SRR22256717,freshwater,4.219861735
SRR23684558,freshwater,3.955696203
ERR10509555,freshwater,3.912553529
SRR23684511,freshwater,3.828605862
SRR23684468,freshwater,3.820332341
SRR22256696,freshwater,3.708085176
ERR10509557,freshwater,3.659126275
SRR22256708,freshwater,3.470037697
SRR22256697,freshwater,3.388110515
SRR23684433,freshwater,3.258122744
SRR22256699,freshwater,2.87964876
ERR10509556,freshwater,2.831987816
SRR23684532,freshwater,2.766095115
SRR22256705,freshwater,2.640363578
SRR22256698,freshwater,2.52576278
ERR10509554,freshwater,2.515554199
ERR10509559,freshwater,2.42271696
SRR23684456,freshwater,2.405753968
SRR23684461,freshwater,2.354682454
SRR23684438,freshwater,2.269762588
SRR23684455,freshwater,2.227221597
SRR23684467,freshwater,2.145659637
SRR23684460,freshwater,2.132601351
SRR21705855,freshwater,2.063689023
SRR23684525,freshwater,2.053924337
SRR23684491,freshwater,1.865058375
SRR23684465,freshwater,1.772824474
ERR10509551,freshwater,1.730076649
SRR23684542,freshwater,1.693371051
SRR23684524,freshwater,1.685142142
SRR22256695,freshwater,1.646158962
SRR13516743,freshwater,1.502943911
SRR23684422,freshwater,1.465239073
SRR22256691,freshwater,1.423600776
SRR23684439,freshwater,1.389101778
SRR22256693,freshwater,1.382583006
SRR22256715,freshwater,1.381114373
SRR21705859,freshwater,1.381051381
SRR23684464,freshwater,1.373995245
SRR23684521,freshwater,1.358296623
SRR23684565,freshwater,1.250933608
SRR23684492,freshwater,1.191611058
SRR23684519,freshwater,1.130880579
SRR23684472,freshwater,1.092370387
SRR22256716,freshwater,1.074267743
SRR23684554,freshwater,1.050425308
SRR23684441,freshwater,0.997776543
SRR13516750,freshwater,0.946208888
SRR23684543,freshwater,0.926445937
SRR21705849,freshwater,0.905751522
SRR21705854,freshwater,0.869051443
SRR23684450,freshwater,0.863274527
SRR23684435,freshwater,0.808160225
SRR13516737,freshwater,0.807823129
ERR10509558,freshwater,0.800220751
SRR22256694,freshwater,0.79291915
SRR23684545,freshwater,0.772778724
SRR23684434,freshwater,0.759296652
SRR22256692,freshwater,0.727274102
SRR23684466,freshwater,0.709682369
SRR21705858,freshwater,0.683194957
SRR21705886,freshwater,0.678503916
SRR13516740,freshwater,0.675675676
SRR23684498,freshwater,0.672766416
SRR23684436,freshwater,0.669066607
SRR23684423,freshwater,0.65483812
SRR23684535,freshwater,0.63419584
SRR23684471,freshwater,0.616146859
SRR23684462,freshwater,0.584994693
SRR23684547,freshwater,0.581255992
SRR21705880,freshwater,0.56986975
SRR21705862,freshwater,0.563348416
SRR23684496,freshwater,0.540762692
SRR22256718,freshwater,0.519891501
SRR22804965,freshwater,0.500707028
SRR13516734,freshwater,0.497287523
SRR23684430,freshwater,0.492988606
SRR23684482,freshwater,0.480519481
SRR13516739,freshwater,0.480483456
SRR13516733,freshwater,0.477061822
SRR13516741,freshwater,0.47235023
SRR23684546,freshwater,0.470039344
SRR13516745,freshwater,0.458211144
SRR23684420,freshwater,0.423852249
SRR21705869,freshwater,0.416321732
SRR23684437,freshwater,0.404063352
SRR21705885,freshwater,0.392700844
SRR23684523,freshwater,0.39117043
SRR21705887,freshwater,0.383212496
SRR21705857,freshwater,0.377521506
SRR21705881,freshwater,0.377262589
SRR23684454,freshwater,0.37250384
SRR22804967,freshwater,0.359644829
SRR23684544,freshwater,0.356946283
SRR23684421,freshwater,0.330154097
SRR21705865,freshwater,0.329518244
SRR23684552,freshwater,0.325096325
SRR23684562,freshwater,0.32472631
SRR23684509,freshwater,0.317991324
SRR23684520,freshwater,0.290529695
SRR23684480,freshwater,0.272278154
SRR13516747,freshwater,0.26239646
SRR21705877,freshwater,0.258687259
SRR21705853,freshwater,0.25862069
SRR21705866,freshwater,0.257958004
SRR23684508,freshwater,0.254996757
SRR23684442,freshwater,0.246840442
SRR21705884,freshwater,0.235362998
SRR23684567,freshwater,0.234796159
SRR21705882,freshwater,0.228035941
SRR23684566,freshwater,0.222322617
SRR21705883,freshwater,0.217905762
SRR21705889,freshwater,0.212761453
SRR23684517,freshwater,0.206024293
SRR23684527,freshwater,0.197322011
SRR23684560,freshwater,0.194725812
SRR23684563,freshwater,0.192663379
SRR21705860,freshwater,0.186470355
SRR23684506,freshwater,0.182183347
SRR23684452,freshwater,0.176959989
SRR23684474,freshwater,0.175183895
SRR23684533,freshwater,0.174069628
SRR23684431,freshwater,0.172010214
SRR23684463,freshwater,0.171877836
SRR23684440,freshwater,0.163880093
SRR10241523,freshwater,0.153769841
SRR23684501,freshwater,0.120449297
SRR23684526,freshwater,0.120338203
SRR23684534,freshwater,0.109240493
SRR23684559,freshwater,0.103506624
SRR23684538,freshwater,0.084803542
SRR10241528,freshwater,0.070386313
SRR22804968,freshwater,0.034838158
ERR3597756,compost,453.5087719
ERR3609896,compost,453.5087719
ERR3597788,compost,180.3571429
ERR3609928,compost,180.3571429
SRR23962336,compost,147.8401127
SRR23962337,compost,47.27902956
SRR23962321,compost,33.23057138
SRR7976146,compost,18.55306799
SRR7976142,compost,16.3713796
SRR6958719,compost,14.96912929
SRR7976145,compost,14.47847505
SRR7142040,compost,14.27606612
ERR3609904,compost,13.87362637
ERR3597764,compost,13.87362637
ERR3597765,compost,13.80952381
ERR3609905,compost,13.80952381
SRR14301320,compost,13.48763778
SRR7142039,compost,12.71103896
ERR3597767,compost,12.67507003
ERR3609907,compost,12.67507003
SRR14301304,compost,11.27047177
ERR3597766,compost,11.2244898
ERR3609906,compost,11.2244898
SRR23962322,compost,10.86609373
SRR6958720,compost,10.52989944
SRR14301316,compost,10.36669284
SRR14301319,compost,10.03107735
SRR7142638,compost,8.388281305
SRR7904193,compost,7.978201301
SRR7142637,compost,7.904089921
SRR7976141,compost,7.880398671
SRR8127606,compost,7.662679075
SRR14301300,compost,7.530241935
SRR23962325,compost,6.892466289
SRR8127636,compost,6.797506739
SRR5626797,compost,6.704851752
SRR5626794,compost,6.684747317
SRR23962324,compost,6.265137634
SRR8127614,compost,5.6711146
SRR5626799,compost,5.551719376
SRR8127639,compost,5.511938058
SRR8127624,compost,5.494505495
SRR6958908,compost,5.377636556
SRR8127594,compost,5.146683673
SRR8127626,compost,5.143923241
SRR8127638,compost,5.135773318
SRR8127590,compost,5.109666149
SRR8127633,compost,5.09281015
SRR8127591,compost,5.040322581
SRR7142031,compost,4.879482657
SRR8127623,compost,4.847336751
SRR14301321,compost,4.814723637
SRR5626789,compost,4.736369649
SRR7142032,compost,4.547001126
SRR16798009,compost,4.395794478
SRR5626781,compost,4.272959184
SRR5626793,compost,4.249887792
SRR8127612,compost,4.032905297
SRR7142639,compost,3.955808915
SRR7976242,compost,3.894080997
SRR8127610,compost,3.797289667
SRR7976231,compost,3.714285714
SRR6958909,compost,3.580479967
SRR8127629,compost,3.571428571
SRR8127600,compost,3.551136364
SRR16797979,compost,3.504648153
SRR8127619,compost,3.501055595
SRR8127628,compost,3.475228475
SRR8127605,compost,3.472222222
SRR8127607,compost,3.442651099
SRR8127593,compost,3.435405778
SRR8127642,compost,3.435204928
SRR8127635,compost,3.434065934
SRR17938970,compost,3.419437967
SRR8127632,compost,3.412305516
SRR8127640,compost,3.382575122
SRR7904196,compost,3.357189179
SRR7142640,compost,3.285777413
SRR6959023,compost,3.23067021
SRR6958907,compost,3.226214934
SRR8127615,compost,3.205980066
SRR17938968,compost,3.085559901
SRR17938977,compost,2.984493395
SRR16797978,compost,2.920967156
SRR14301308,compost,2.853881279
SRR7976140,compost,2.816311973
SRR17938967,compost,2.789680791
SRR16797999,compost,2.701082488
SRR7976138,compost,2.641559261
SRR17938969,compost,2.623102385
SRR9312626,compost,2.604034509
SRR17938976,compost,2.597739194
SRR7976144,compost,2.596340379
SRR8127621,compost,2.57837549
SRR6958906,compost,2.469911469
SRR7976239,compost,2.459416682
SRR7976243,compost,2.447163515
SRR17938980,compost,2.42008827
SRR7778155,compost,2.40332005
SRR10586137,compost,2.323496966
SRR17191904,compost,2.296740492
SRR8127630,compost,2.234950584
SRR16798008,compost,2.185429306
SRR8127645,compost,2.166811847
SRR8127598,compost,2.165354331
SRR7778157,compost,2.153679654
SRR17191900,compost,2.092180926
SRR7778161,compost,2.081998719
SRR7976143,compost,2.081852782
SRR17938974,compost,2.063591236
SRR8127641,compost,2.052808303
SRR8127620,compost,2.045918367
SRR17938975,compost,2.019578747
SRR11128412,compost,2.013052709
SRR17938978,compost,1.997623051
SRR17938979,compost,1.981741325
SRR9312633,compost,1.967068396
SRR8127609,compost,1.951148307
SRR6959024,compost,1.930960245
SRR7778158,compost,1.890414146
SRR17938971,compost,1.879561881
SRR7778164,compost,1.871152838
SRR7778153,compost,1.869369369
SRR7778156,compost,1.824426754
SRR8127625,compost,1.785714286
SRR8127637,compost,1.768121042
SRR8127618,compost,1.767399267
SRR8127601,compost,1.763252471
SRR17191906,compost,1.762059385
SRR7976232,compost,1.747437092
SRR17191907,compost,1.737926726
SRR17938972,compost,1.732150674
SRR17191898,compost,1.720634379
SRR8127611,compost,1.716701173
SRR17191903,compost,1.705425371
SRR8127617,compost,1.662391476
SRR7778162,compost,1.500482083
SRR9312611,compost,1.491033649
SRR9312632,compost,1.421428571
SRR17191901,compost,1.30275797
SRR9312610,compost,1.200389315
SRR6958989,compost,1.171722173
SRR17938973,compost,1.168840653
SRR17041388,compost,1.152089499
SRR17041387,compost,1.146482473
SRR17041389,compost,1.1197973
SRR17191899,compost,1.084235806
SRR5688572,compost,1.080750937
SRR16797977,compost,1.030068789
SRR17938982,compost,0.979869027
SRR24044305,compost,0.975196099
SRR17041390,compost,0.958265037
SRR17938981,compost,0.95620503
SRR6201975,compost,0.838740835
SRR6958990,compost,0.811276379
SRR7778151,compost,0.764936944
SRR17191902,compost,0.751971459
SRR24044306,compost,0.715512307
SRR6713636,compost,0.707858886
SRR16797976,compost,0.688295579
SRR7778150,compost,0.68602261
SRR9312624,compost,0.666173205
SRR21373926,compost,0.649089936
SRR24044316,compost,0.638153415
SRR6958704,compost,0.63565859
SRR9312629,compost,0.616676755
SRR13001972,compost,0.609977024
SRR24044324,compost,0.555373039
SRR9312628,compost,0.542173905
SRR9312615,compost,0.541651443
SRR24044303,compost,0.53131634
SRR17191905,compost,0.530659129
SRR24044304,compost,0.52375844
SRR7778152,compost,0.518457072
SRR24044312,compost,0.4732424
SRR6713634,compost,0.4522329
SRR24044331,compost,0.442920292
SRR16797980,compost,0.436312795
SRR7976234,compost,0.380952381
SRR24044320,compost,0.378459103
SRR7778154,compost,0.378104436
SRR6826357,compost,0.377955831
SRR24044325,compost,0.364896947
SRR9312623,compost,0.362372983
SRR10586133,compost,0.350697604
SRR16797981,compost,0.349574929
SRR9312622,compost,0.346840659
SRR9312630,compost,0.34592371
SRR24044323,compost,0.324280969
SRR7976233,compost,0.314529221
SRR5690606,compost,0.312455683
SRR24044315,compost,0.287443463
SRR24044302,compost,0.280735902
SRR6201971,compost,0.273475577
SRR7904192,compost,0.267099901
SRR9312625,compost,0.265122265
SRR24044308,compost,0.260525369
SRR24044318,compost,0.244643784
SRR24044307,compost,0.238308968
SRR17041395,compost,0.222543973
SRR6713632,compost,0.214287154
SRR24044300,compost,0.199336024
SRR24044296,compost,0.190488163
SRR24044299,compost,0.178042216
SRR24044332,compost,0.167268762
SRR9312635,compost,0.157736689
SRR24044311,compost,0.14946304
SRR24044291,compost,0.146791146
SRR24044330,compost,0.14619883
SRR24044317,compost,0.145258101
SRR6713627,compost,0.142170711
SRR6713625,compost,0.132048937
SRR21373923,compost,0.129518848
SRR24044301,compost,0.125183016
SRR24044319,compost,0.118239648
SRR6713635,compost,0.118090922
SRR21373925,compost,0.115537616
SRR6713631,compost,0.114360875
SRR24044297,compost,0.110457981
SRR6713633,compost,0.104554179
SRR6713630,compost,0.10037238
SRR17041391,compost,0.098420579
SRR24044314,compost,0.07814384
SRR24044326,compost,0.072658514
SRR24044293,compost,0.071059064
SRR24044313,compost,0.070138195
SRR13115019,compost,0.068928755
SRR24044328,compost,0.066157816
SRR24044322,compost,0.062469894
SRR5690554,compost,0.04612461
SRR21203432,compost,0.014812414
SRR6996011,bog,107.1428571
SRR6996010,bog,68.22628646
ERR5766671,bog,7.732924581
ERR5753969,bog,6.893687708
ERR5762200,bog,5.48245614
ERR5749940,bog,5.029522519
ERR5766670,bog,4.824236065
ERR5766676,bog,4.80451164
ERR5756920,bog,4.474520094
ERR5766674,bog,4.408174775
ERR5766672,bog,4.127045639
ERR5766915,bog,3.938356164
